traffic,precip,temp_f,day,mo,year,hr,min
4.141666667,0.0,28.5,5,1,2018,21,5
3.391666667,0.0,28.5,5,1,2018,22,20
1.733333333,0.0,28.5,5,1,2018,23,25
1.041666667,0.0,29.333333333333332,6,1,2018,0,25
1.266666667,0.0,29.333333333333332,6,1,2018,1,30
1.116666667,0.0,29.333333333333332,6,1,2018,2,30
1.216666667,0.0,29.333333333333332,6,1,2018,3,30
0.991666667,0.0,29.333333333333332,6,1,2018,4,30
1.2,0.0,29.333333333333332,6,1,2018,5,30
1.816666667,0.0,29.333333333333332,6,1,2018,6,30
2.108333333,0.0,29.333333333333332,6,1,2018,7,45
2.616666667,0.0,29.333333333333332,6,1,2018,8,50
3.375,0.0,29.333333333333332,6,1,2018,10,5
3.941666667,0.0,29.333333333333332,6,1,2018,11,20
4.433333333,0.0,29.333333333333332,6,1,2018,12,45
4.4,0.0,29.333333333333332,6,1,2018,13,55
4.275,0.0,29.333333333333332,6,1,2018,15,20
4.466666667,0.0,29.333333333333332,6,1,2018,16,25
4.708333333,0.0,29.333333333333332,6,1,2018,17,40
4.983333333,0.0,29.333333333333332,6,1,2018,18,40
4.683333333,0.0,29.333333333333332,6,1,2018,19,50
4.008333333,0.0,29.333333333333332,6,1,2018,20,55
3.216666667,0.0,29.333333333333332,6,1,2018,22,0
1.65,0.0,29.333333333333332,6,1,2018,23,0
0.975,0.0,29.333333333333332,0,1,2018,0,0
0.775,0.0,29.333333333333332,0,1,2018,1,0
0.991666667,0.0,29.333333333333332,0,1,2018,2,0
1.05,0.0,29.333333333333332,0,1,2018,3,0
0.833333333,0.0,29.333333333333332,0,1,2018,4,0
0.725,0.0,29.333333333333332,0,1,2018,5,5
2.183333333,0.0,29.333333333333332,0,1,2018,6,5
4.975,0.0,29.333333333333332,0,1,2018,7,10
6.425,0.0,29.333333333333332,0,1,2018,8,10
6.075,0.0,29.333333333333332,0,1,2018,9,10
5.358333333,0.0,29.333333333333332,0,1,2018,10,35
4.825,0.0,29.333333333333332,0,1,2018,11,40
4.65,0.0,29.333333333333332,0,1,2018,12,55
4.45,0.0,29.333333333333332,0,1,2018,14,10
4.8,0.0,29.333333333333332,0,1,2018,15,10
5.191666667,0.0,29.333333333333332,0,1,2018,16,10
5.766666667,0.0,29.333333333333332,0,1,2018,17,20
6.691666667,0.0,29.333333333333332,0,1,2018,18,35
5.966666667,0.0,29.333333333333332,0,1,2018,19,40
4.558333333,0.0,29.333333333333332,0,1,2018,20,50
3.358333333,0.0,29.333333333333332,0,1,2018,22,0
1.491666667,0.0,29.333333333333332,0,1,2018,23,5
1.266666667,0.0,29.555555555555557,1,1,2018,0,5
0.916666667,0.0,29.555555555555557,1,1,2018,1,5
1.691666667,0.0,29.555555555555557,1,1,2018,2,5
1.058333333,0.0,29.555555555555557,1,1,2018,3,5
1.216666667,0.0,29.555555555555557,1,1,2018,4,5
1.475,0.0,29.555555555555557,1,1,2018,5,5
2.283333333,0.0,29.555555555555557,1,1,2018,6,10
4.941666667,0.0,29.555555555555557,1,1,2018,7,15
6.4,0.0,29.555555555555557,1,1,2018,8,25
5.691666667,0.0,29.555555555555557,1,1,2018,9,35
5.225,0.0,29.555555555555557,1,1,2018,10,40
5.016666667,0.0,29.555555555555557,1,1,2018,11,50
4.783333333,0.0,29.555555555555557,1,1,2018,13,0
4.683333333,0.0,29.555555555555557,1,1,2018,14,0
4.916666667,0.0,29.555555555555557,1,1,2018,15,20
5.575,0.0,29.555555555555557,1,1,2018,16,40
6.316666667,0.0,29.555555555555557,1,1,2018,17,55
6.475,0.0,29.555555555555557,1,1,2018,19,15
5.125,0.0,29.555555555555557,1,1,2018,20,20
4.0,0.0,29.555555555555557,1,1,2018,21,40
1.991666667,0.0,29.555555555555557,1,1,2018,22,45
1.191666667,0.0,29.555555555555557,1,1,2018,23,45
1.283333333,0.0,28.111111111111107,2,1,2018,0,45
1.7,0.0,28.111111111111107,2,1,2018,1,45
1.066666667,0.0,28.111111111111107,2,1,2018,2,45
0.8,0.0,28.111111111111107,2,1,2018,3,45
1.2,0.0,28.111111111111107,2,1,2018,4,45
1.716666667,0.0,28.111111111111107,2,1,2018,5,45
3.866666667,0.0,28.111111111111107,2,1,2018,6,55
6.066666667,0.0,28.111111111111107,2,1,2018,8,10
5.641666667,0.0,28.111111111111107,2,1,2018,9,35
5.308333333,0.0,28.111111111111107,2,1,2018,10,50
5.425,0.0,28.111111111111107,2,1,2018,12,5
4.916666667,0.0,28.111111111111107,2,1,2018,13,20
5.233333333,0.0,28.111111111111107,2,1,2018,14,35
5.483333333,0.0,28.111111111111107,2,1,2018,15,40
5.7,0.0,28.111111111111107,2,1,2018,16,50
6.458333333,0.0,28.111111111111107,2,1,2018,18,10
6.25,0.0,28.111111111111107,2,1,2018,19,25
5.05,0.0,28.111111111111107,2,1,2018,20,35
3.841666667,0.0,28.111111111111107,2,1,2018,21,50
1.791666667,0.0,28.111111111111107,2,1,2018,22,50
1.083333333,0.0,28.111111111111107,2,1,2018,23,50
1.125,0.508,28.166666666666668,3,1,2018,0,50
1.008333333,0.508,28.166666666666668,3,1,2018,1,50
1.25,0.508,28.166666666666668,3,1,2018,2,50
1.175,0.508,28.166666666666668,3,1,2018,3,50
1.041666667,0.508,28.166666666666668,3,1,2018,4,50
1.733333333,0.508,28.166666666666668,3,1,2018,5,55
4.133333333,0.508,28.166666666666668,3,1,2018,7,5
6.058333333,0.508,28.166666666666668,3,1,2018,8,10
5.816666667,0.508,28.166666666666668,3,1,2018,9,25
5.358333333,0.508,28.166666666666668,3,1,2018,10,25
5.108333333,0.508,28.166666666666668,3,1,2018,11,35
4.908333333,0.508,28.166666666666668,3,1,2018,12,35
4.65,0.508,28.166666666666668,3,1,2018,13,45
4.9,0.508,28.166666666666668,3,1,2018,14,50
5.316666667,0.508,28.166666666666668,3,1,2018,15,55
5.758333333,0.508,28.166666666666668,3,1,2018,17,10
6.8,0.508,28.166666666666668,3,1,2018,18,30
6.066666667,0.508,28.166666666666668,3,1,2018,19,45
4.766666667,0.508,28.166666666666668,3,1,2018,21,0
3.175,0.508,28.166666666666668,3,1,2018,22,20
1.15,0.508,28.166666666666668,3,1,2018,23,20
0.983333333,0.0,28.77777777777778,4,1,2018,0,20
0.925,0.0,28.77777777777778,4,1,2018,1,20
1.2,0.0,28.77777777777778,4,1,2018,2,20
